tipo,prov,coord,label,id,type
CPRI-EE,Zaragoza,"41.63279, -0.89104","CPRI-EE ATADES CENTRO DE EDUCACIÓN ESPECIAL SAN MARTÍN DE PORRES",50007674,cen
CPRI-EE,Zaragoza,"41.766474, -0.782896","CPRI-EE CEDES",50008630,cen
CPRI-EE,Huesca,"41.971302, -0.364133","CPRI-EE SAN JORGE",22010001,cen
CPRI-EE,Zaragoza,"41.645069, -0.954141","CPRI-EE SAN ANTONIO",50005616,cen
CPRI-ELEMUS,Zaragoza,"41.640399, -0.890945","CPRI-ELEMUS SANTA CECILIA",50010910,cen
CPRI-ELEMUS,Zaragoza,"41.65208, -0.907773","CPRI-ELEMUS RUBINSTEIN",50011653,cen
CPRI-ELEMUS,Zaragoza,"41.668007, -0.884156","CPRI-ELEMUS ACTUR",50017047,cen
CPRI-ELEMUS,Zaragoza,"41.639371, -0.907315","CPRI-ELEMUS ANGEL MINGOTE",50011641,cen
CPRI-ELEMUS,Zaragoza,"41.644196, -0.884589","CPRI-ELEMUS ADAGIO",50010454,cen
CPRI-ELEMUS,Zaragoza,"41.650174, -0.881867","CPRI-ELEMUS NICCOLO PAGANINI",50010442,cen
CPRI-EPA,Zaragoza,"41.6566, -0.891811","CPRI-EPA O.S.C.U.S.",50009324,cen
CPRI-EPA,Zaragoza,"41.650933, -0.907737","CPRI-EPA CODEF",50009725,cen
CPRI-ES,Zaragoza,"41.66999, -0.878909","CPRI-ES SAN VALERO",50007716,cen
CPRI-ES,Zaragoza,"41.479123, -1.377418","CPRI-ES SALESIANOS LAVIAGA-CASTILLO",50000412,cen
CPRI-ES,Zaragoza,"41.640048, -0.893195","CPRI-ES LA SALLE FRANCISCANAS GRAN VÍA",50007467,cen
CPRI-ES,Huesca,"41.917009, 0.182704","CPRI-ES SANTO DOMINGO SAVIO",22003239,cen
CPRI-ES,Zaragoza,"41.617831, -0.907522","CPRI-ES LICEO EUROPA",50009026,cen
CPRI-ES,Huesca,"42.605626, 0.524567","CPRI-ES VALLE DE BENASQUE",22006137,cen
CPRI-EXTRAN,Zaragoza,"41.662124, -0.882522","CPRI-EXTRAN LYCÉE FRANÇAIS MOLIÈRE",50006736,cen
CPRI-FPE,Zaragoza,"41.665786, -0.8923","CPRI-FPE ARSENIO JIMENO",50017096,cen
CPRI-FPE,Huesca,"42.138704, -0.409686","CPRI-FPE ALFRED",22004803,cen
CPRI-FPE,Zaragoza,"41.646536, -0.885995","CPRI-FPE COLUMBUS",50017485,cen
CPRI-FPE,Zaragoza,"41.933717, -0.761356","CPRI-FPE E.F.A. EL SALTO",50008629,cen
CPRI-FPE,Zaragoza,"41.653074, -0.903893","CPRI-FPE ARTE-MISS ZARAGOZA, CENTRO 1",50011793,cen
CPRI-FPE,Zaragoza,"41.661922, -0.882546","CPRI-FPE CPA-SALDUIE",50011574,cen
CPRI-FPE,Huesca,"42.576054, 0.464818","CPRI-FPE NUESTRA SEÑORA DE GUAYENTE",22004943,cen
CPRI-FPE,Zaragoza,"41.650232, -0.899966","CPRI-FPE ALFRED",50011616,cen
CPRI-FPE,Zaragoza,"41.770968, -1.12058","CPRI-FPE ALAÚN",50010028,cen
CPRI-FPE,Zaragoza,"41.749348, -0.8424133","CPRI-FPE FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN",50019147,cen
CPRI-FPE,Zaragoza,"41.639138, -0.880003","CPRI-FPE CEFOR IZQUIERDO",50008654,cen
CPRI-FPE,Huesca,"42.134879, -0.412604","CPRI-FPE ARTE-MISS HUESCA",22010153,cen
CPRI-FPE,Zaragoza,"42.116274, -1.143383","CPRI-FPE E.F.A. BOALARES",50001829,cen
CPRI-FPE,Zaragoza,"41.638928, -0.905124","CPRI-FPE CONDES DE ARAGÓN",50010168,cen
CPRI-FPE,Zaragoza,"41.662287, -0.874273","CPRI-FPE OCÉANO ATLÁNTICO",50017503,cen
CPRI-FPE,Zaragoza,"41.645794, -0.887426","CPRI-FPE PLUS ULTRA",50009051,cen
CPRI-FPE,Zaragoza,"41.6452054, -0.8888196","CPRI-FPE LUIS MANUEL GARCÍA URREA",50018556,cen
CPRI-FPE,Zaragoza,"41.8936324, -1.7080405","CPRI-FPE ADES CENTRO TECNOLÓGICO",50019071,cen
CPRI-FPE,Zaragoza,"41.65367, -0.885148","CPRI-FPE MARCO ALDANY TALLER DE PELUQUEROS",50011631,cen
CPRI-FPE,Zaragoza,"41.73926, -1.097989","CPRI-FPE E.F.A. LA NORIA",50003863,cen
CPRI-FPE,Zaragoza,"41.632277, -0.903218","CPRI-FPE VALLE DE TENA",50011781,cen
CPRI-FPE,Zaragoza,"41.375533, 0.304468","CPRI-FPE SANTA AGATOCLIA",50009221,cen
CPRI-FPE,Zaragoza,,"CPRI-FPE ANDRÉS GARDE ERIKSON",50019381,cen
CPRI-FPE,Zaragoza,"41.654216, -0.885277","CPRI-FPE ACADEMIA MARCO",50009889,cen
CPRI-INF,Zaragoza,"41.632376, -0.927796","CPRI-INF LAS TORRES DE MONTECANAL",50018453,cen
CPRI-INF,Huesca,"41.514769, 0.325695","CPRI-INF PATI",22006061,cen
CPRI-INF,Huesca,"42.131481, -0.406964","CPRI-INF ZIMBEL",22010220,cen
CPRI-INF,Huesca,"42.143857, -0.415203","CPRI-INF PASITO A PASO",22010219,cen
CPRI-INF,Zaragoza,"41.639783, -0.86953","CPRI-INF HEIDI",50009142,cen
CPRI-INF,Zaragoza,"41.5933991, -0.681392","CPRI-INF MIMOSINES",50018544,cen
CPRI-INF,Zaragoza,"41.6161891, -0.9223300","CPRI-INF DADA",50019305,cen
CPRI-INF,Zaragoza,"41.307127, -0.751498","CPRI-INF SAN RAFAEL",50000734,cen
CPRI-INF,Zaragoza,"41.649933, -0.933329","CPRI-INF MI COLE",50018064,cen
CPRI-INF,Huesca,"42.137596, -0.401327","CPRI-INF CLUB MINNIE",22010074,cen
CPRI-INF,Zaragoza,"41.682061, -0.871548","CPRI-INF KARACOL",50018015,cen
CPRI-INF,Zaragoza,"41.6204869, -0.9249298","CPRI-INF IR CRECIENDO",50019214,cen
CPRI-INF,Zaragoza,"41.671759, -0.885435","CPRI-INF LA PEQUEÑA COMETA",50017138,cen
CPRI-INF,Zaragoza,"41.635919, -0.945647","CPRI-INF PEQUEÑOS MAESTROS",50018076,cen
CPRI-INF,Zaragoza,,"CPRI-INF MI CASITA EN EL JARDÍN",50019366,cen
CPRI-INF,Zaragoza,"41.624902, -0.909945","CPRI-INF PEQUENINOS",50017771,cen
CPRI-INF,Zaragoza,"41.653983, -0.858911","CPRI-INF CHICOTES",50017382,cen
CPRI-INF,Zaragoza,"41.663056, -0.882324","CPRI-INF CU CU-TAS TAS",50017801,cen
CPRI-INF,Zaragoza,"41.666536, -0.826896","CPRI-INF SOLETES",50017333,cen
CPRI-INF,Zaragoza,"41.7046926, -0.9973482","CPRI-INF MAGIC FOREST",50018854,cen
CPRI-INF,Zaragoza,"41.6678784, -0.8923338","CPRI-INF KID'S GARDEN ACTUR",50019263,cen
CPRI-INF,Zaragoza,"41.53861, -0.99691","CPRI-INF MI MUNDO",50017990,cen
CPRI-INF,Zaragoza,"41.659535, -0.873126","CPRI-INF EL TREN CHU-CHU",50017849,cen
CPRI-INF,Zaragoza,"41.829481, -0.765676","CPRI-INF PEQUES",50017588,cen
CPRI-INF,Zaragoza,"41.651634, -0.90774","CPRI-INF MADRE DE DIOS DE BEGOÑA",50007005,cen
CPRI-INF,Zaragoza,"41.651106, -0.892309","CPRI-INF FUNDACIÓN EL REFUGIO",50017163,cen
CPRI-INF,Teruel,"41.043906, -0.1281","CPRI-INF VEO-VEO",44010082,cen
CPRI-INF,Zaragoza,"41.625373, -0.880846","CPRI-INF SIERVAS DE LOS POBRES",50017254,cen
CPRI-INF,Huesca,"42.12828, -0.403651","CPRI-INF KID'S GARDEN HUESCA",22010396,cen
CPRI-INF,Zaragoza,"41.627794, -0.891551","CPRI-INF MUÑECOS",50017266,cen
CPRI-INF,Zaragoza,"41.629251, -0.890771","CPRI-INF LA VIRGEN NIÑA",50017308,cen
CPRI-INF,Teruel,"40.336751, -1.107003","CPRI-INF EL ENSANCHE",44010057,cen
CPRI-INF,Zaragoza,"41.64556, -0.895433","CPRI-INF PATINETE",50018052,cen
CPRI-INF,Zaragoza,"41.718071, -1.025153","CPRI-INF EL DUENDE DEL BOSQUE",50017850,cen
CPRI-INF,Zaragoza,"41.641861, -0.870615","CPRI-INF NTRA. SRA. DE LOS DOLORES",50017175,cen
CPRI-INF,Zaragoza,"41.718116, -1.026056","CPRI-INF NUESTRA SEÑORA DE LA ROSA",50017205,cen
CPRI-INF,Huesca,"42.143426, -0.40999","CPRI-INF SAN JOSÉ",22002405,cen
CPRI-INF,Zaragoza,"41.649599, -0.906569","CPRI-INF EL BARQUITO DE PAPEL",50017941,cen
CPRI-INF,Teruel,"40.34714, -1.109873","CPRI-INF DUMBO",44010094,cen
CPRI-INF,Teruel,"40.351995, -1.119398","CPRI-INF MAFALDA-LAS VIÑAS",44010318,cen
CPRI-INF,Zaragoza,"41.676338, -0.892011","CPRI-INF LA CASITA DE NANY",50011768,cen
CPRI-INF,Zaragoza,"41.6383672, -0.8677866","CPRI-INF EL NIDO DE PATRICIA",50019159,cen
CPRI-INF,Zaragoza,"41.650701, -0.867685","CPRI-INF EL OSO DEL PARQUE",50017497,cen
CPRI-INF,Zaragoza,"41.659745, -0.901015","CPRI-INF EDUCANDO",50017011,cen
CPRI-INF,Huesca,"42.036283, 0.132931","CPRI-INF ENCANTARIA",22010256,cen
CPRI-INF,Zaragoza,"41.6696017, -0.8391124","CPRI-INF CHIQUITINES II",50011811,cen
CPRI-INF,Zaragoza,"41.656307, -0.864743","CPRI-INF TIC TAC",50011628,cen
CPRI-INF,Zaragoza,"41.6621136, -0.8575046","CPRI-INF LA JOTA 2",50018571,cen
CPRI-INF,Zaragoza,"41.657839, -0.869551","CPRI-INF ZAGALINES",50018398,cen
CPRI-INF,Zaragoza,"41.669745, -0.9122624","CPRI-INF ES-COOL",50019160,cen
CPRI-INF,Zaragoza,"41.6228176, -0.9176951","CPRI-INF CHIQUILINES",50018519,cen
CPRI-INF,Zaragoza,"41.619943, -0.932625","CPRI-INF PLANETA IMAGINARIO",50019241,cen
CPRI-INF,Zaragoza,"41.6257584, -0.9069673","CPRI-INF KID'S GARDEN REYES DE ARAGÓN",50018702,cen
CPRI-INF,Zaragoza,"41.672443, -0.876535","CPRI-INF CHIP Y CHOP",50017461,cen
CPRI-INF,Zaragoza,"41.665338, -0.889665","CPRI-INF TAMBOR",50017424,cen
CPRI-INF,Zaragoza,"41.639213, -0.945243","CPRI-INF REINO MENUDO",50019342,cen
CPRI-INF,Zaragoza,"41.627379, -0.875548","CPRI-INF NUESTRA SEÑORA DE LA PAZ",50017291,cen
CPRI-INF,Zaragoza,"41.6306979, -0.7522846","CPRI-INF PEDUGUINES",50018490,cen
CPRI-INF,Huesca,"42.137677, -0.410863","CPRI-INF LAS OCAS",22010050,cen
CPRI-INF,Zaragoza,"41.671504, -0.893319","CPRI-INF EL MANZANO",50017345,cen
CPRI-INF,Huesca,"42.144496, -0.416315","CPRI-INF NTRA.SRA.DEL PILAR",22002429,cen
CPRI-INF,Zaragoza,"41.660209, -0.870919","CPRI-INF LA LOCOMOTORA",50018234,cen
CPRI-INF,Teruel,"41.051886, -0.130967","CPRI-INF SOLETES",44010161,cen
CPRI-INF,Zaragoza,"41.6562873, -0.8765379","CPRI-INF JUEGO Y APRENDO",50018507,cen
CPRI-INF,Zaragoza,"41.7028228, -0.9953251","CPRI-INF RISETAS",50018696,cen
CPRI-INF,Huesca,"42.13425, -0.402624","CPRI-INF PARCHÍS",22010189,cen
CPRI-INF,Huesca,"42.143284, -0.420681","CPRI-INF ALBADA",22010441,cen
CPRI-INF,Zaragoza,"41.691805, -0.77387","CPRI-INF ALDEAS INFANTILES SOS DE ESPAÑA",50017217,cen
CPRI-INF,Zaragoza,"41.653604, -0.877748","CPRI-INF BOLANDRINA",50017229,cen
CPRI-INF,Zaragoza,"41.677383, -0.871884","CPRI-INF CHILDREN",50006670,cen
CPRI-INF,Zaragoza,"41.657767, -0.932184","CPRI-INF ZARAPEQUES",50018295,cen
CPRI-INF,Zaragoza,"41.6450814, -0.9941768","CPRI-INF PLAZA",50018568,cen
CPRI-INF,Zaragoza,"41.605997, -0.824012","CPRI-INF LA CARTUJA BAJA",50017643,cen
CPRI-INF,Zaragoza,"41.633861, -0.875797","CPRI-INF EL ARKA DE KUPPLU",50018386,cen
CPRI-INF,Zaragoza,"41.35073, -1.646778","CPRI-INF PEQUEAYUD",50017084,cen
CPRI-INF,Huesca,"41.5245348, 0.3335055","CPRI-INF COTONET",22010864,cen
CPRI-INF,Zaragoza,"41.66581, -0.827335","CPRI-INF ZARADUENDES",50017813,cen
CPRI-INF,Zaragoza,"41.6604191, -0.9331949","CPRI-INF NENETES",50019007,cen
CPRI-INF,Teruel,"40.3328442, -1.0992139","CPRI-INF SNOOPY",44010653,cen
CPRI-INF,Zaragoza,"41.67626, -0.878037","CPRI-INF ANDARINES",50017001,cen
CPRI-INF,Teruel,"40.3280265, -1.1001655","CPRI-INF GAG CU CU-TRAS TRAS",44010689,cen
CPRI-INF,Zaragoza,"41.638882, -0.898575","CPRI-INF PELUCHE",50011756,cen
CPRI-INF,Zaragoza,"41.635194, -0.888417","CPRI-INF DIVINA PASTORA",50006682,cen
CPRI-INF,Zaragoza,"41.682558, -1.025454","CPRI-INF GARRAPINIÑOS",50011771,cen
CPRI-INF,Zaragoza,"41.6835729, -0.8728444","CPRI-INF SALTARINES",50019111,cen
CPRI-INF,Zaragoza,"41.654011, -0.920907","CPRI-INF BOSQUE TERNURA",50007613,cen
CPRI-INF,Zaragoza,"41.6457122, -0.8942365","CPRI-INF MONIGOTES",50018866,cen
CPRI-INF,Zaragoza,"41.675177, -0.877615","CPRI-INF DUENDEDUCA",50018167,cen
CPRI-INF,Zaragoza,"41.652052, -0.890556","CPRI-INF EL CARMEN",50017242,cen
CPRI-INF,Zaragoza,"41.706009, -0.997598","CPRI-INF ZAGALICOS",50018209,cen
CPRI-INF,Zaragoza,"41.64976, -0.878557","CPRI-INF JESÚS REPARADOR",50006931,cen
CPRI-INFPRI,Huesca,"41.909377, 0.187996","CPRI-INFPRI SANTA ANA",22003252,cen
CPRI-INFPRI,Huesca,"42.519875, -0.364329","CPRI-INFPRI SANTA ANA",22003860,cen
CPRI-INFPRI,Zaragoza,"41.639713, -0.894478","CPRI-INFPRI LA SALLE FRANCISCANAS",50006815,cen
CPRI-INFPRI,Huesca,"41.914533, 0.193516","CPRI-INFPRI MINTE",22003276,cen
CPRI-INFPRI,Zaragoza,"41.632074, -0.914992","CPRI-INFPRI VIRGEN DE GUADALUPE",50005483,cen
CPRI-INFPRI,Zaragoza,"41.871654, -0.792327","CPRI-INFPRI NUESTRA SEÑORA DEL PILAR",50008605,cen
CPRI-INPRISE,Zaragoza,"41.642049, -0.895452","CPRI-INPRISE CARDENAL XAVIERRE",50006566,cen
CPRI-INPRISE,Zaragoza,"41.633738, -0.905856","CPRI-INPRISE ROMAREDA",50008332,cen
CPRI-INPRISE,Huesca,"42.142304, -0.411805","CPRI-INPRISE SAN BERNARDO",22002430,cen
CPRI-INPRISE,Teruel,"41.051436, -0.130893","CPRI-INPRISE LA INMACULADA",44000271,cen
CPRI-INPRISE,Zaragoza,"41.648005, -0.878017","CPRI-INPRISE CANTÍN Y GAMBOA",50006578,cen
CPRI-INPRISE,Zaragoza,"41.63754, -0.909847","CPRI-INPRISE SAGRADO CORAZÓN-MONCAYO",50011100,cen
CPRI-INPRISE,Zaragoza,"41.646462, -0.860012","CPRI-INPRISE OBRA DIOCESANA SANTO DOMINGO DE SILOS",50007856,cen
CPRI-INPRISE,Zaragoza,"41.654774, -0.885996","CPRI-INPRISE ESCUELAS PÍAS",50006751,cen
CPRI-INPRISE,Zaragoza,"41.678429, -0.965013","CPRI-INPRISE CONDES DE ARAGÓN",50005823,cen
CPRI-INPRISE,Zaragoza,"41.646867, -0.878134","CPRI-INPRISE SAGRADO CORAZÓN",50007421,cen
CPRI-INPRISE,Zaragoza,"42.123474, -1.140814","CPRI-INPRISE NTRA. SRA. DE LAS MERCEDES",50001799,cen
CPRI-INPRISE,Zaragoza,"41.663553, -0.927526","CPRI-INPRISE SAN ALBERTO MAGNO",50005628,cen
CPRI-INPRISE,Zaragoza,"41.627839, -0.906287","CPRI-INPRISE MADRE MARÍA ROSA MOLAS",50005537,cen
CPRI-INPRISE,Zaragoza,"41.638845, -0.863349","CPRI-INPRISE BAJO ARAGÓN",50008034,cen
CPRI-INPRISE,Huesca,"42.142951, -0.414784","CPRI-INPRISE SANTA ROSA-ALTOARAGÓN",22002466,cen
CPRI-INPRISE,Zaragoza,"41.649043, -0.901198","CPRI-INPRISE HIJAS DE SAN JOSÉ",50006840,cen
CPRI-INPRISE,Huesca,"42.036629, 0.123766","CPRI-INPRISE SAN JOSÉ DE CALASANZ",22000779,cen
CPRI-INPRISE,Zaragoza,"41.678919, -0.963227","CPRI-INPRISE ANTONIO MACHADO",50008976,cen
CPRI-INPRISE,Zaragoza,"41.589128, -0.952206","CPRI-INPRISE BRITÁNICO DE ARAGÓN",50005549,cen
CPRI-INPRISE,Zaragoza,"41.662207, -0.967656","CPRI-INPRISE JUAN DE LANUZA",50009361,cen
CPRI-INPRISE,Zaragoza,"41.626279, -0.900544","CPRI-INPRISE SANTA MARÍA DEL PILAR",50007789,cen
CPRI-INPRISE,Zaragoza,"41.656094, -0.891331","CPRI-INPRISE NTRA. SRA. DEL CARMEN Y SAN JOSÉ",50007157,cen
CPRI-INPRISE,Huesca,"42.140015, -0.414192","CPRI-INPRISE SAN VIATOR",22002478,cen
CPRI-INPRISE,Teruel,"40.33257, -1.099986","CPRI-INPRISE LA SALLE-SAN JOSÉ",44003041,cen
CPRI-INPRISE,Zaragoza,"41.646852, -0.915482","CPRI-INPRISE PADRE ENRIQUE DE OSSÓ",50006797,cen
CPRI-INPRISE,Zaragoza,"41.625961, -0.907888","CPRI-INPRISE SAGRADA FAMILIA",50005513,cen
CPRI-INPRISE,Zaragoza,"41.639175, -0.888499","CPRI-INPRISE CALASANCIO",50006542,cen
CPRI-INPRISE,Huesca,"42.139553, -0.410684","CPRI-INPRISE SANTA ANA",22002417,cen
CPRI-INPRISE,Zaragoza,"41.638013, -0.886406","CPRI-INPRISE NTRA. SRA. DE LA MERCED",50007194,cen
CPRI-INPRISE,Zaragoza,"41.649646, -0.886266","CPRI-INPRISE COMPAÑÍA DE MARÍA",50006633,cen
CPRI-INPRISE,Zaragoza,"41.644913, -0.889077","CPRI-INPRISE COLEGIO MONTESSORI",50006581,cen
CPRI-INPRISE,Huesca,"42.033204, 0.119075","CPRI-INPRISE SAN VICENTE DE PAÚL",22000767,cen
CPRI-INPRISE,Zaragoza,"41.632087, -0.900363","CPRI-INPRISE EL SALVADOR",50010272,cen
CPRI-INPRISE,Zaragoza,"41.636003, -0.880405","CPRI-INPRISE MARÍA AUXILIADORA",50007017,cen
CPRI-INPRISE,Zaragoza,"41.639364, -0.87296","CPRI-INPRISE AGUSTÍN GERICÓ",50007078,cen
CPRI-INPRISE,Zaragoza,"41.627867, -0.9101","CPRI-INPRISE SANSUEÑA",50005495,cen
CPRI-INPRISE,Zaragoza,"41.686745, -0.868839","CPRI-INPRISE CRISTO REY",50006669,cen
CPRI-INPRISE,Zaragoza,"41.653776, -0.875114","CPRI-INPRISE SAN VICENTE DE PAÚL",50007728,cen
CPRI-INPRISE,Teruel,"40.340096, -1.105797","CPRI-INPRISE LA PURÍSIMA Y SANTOS MÁRTIRES",44003171,cen
CPRI-INPRISE,Zaragoza,"41.636263, -0.925604","CPRI-INPRISE SANTA MAGDALENA SOFÍA",50007777,cen
CPRI-INPRISE,Zaragoza,"41.617831, -0.907522","CPRI-INPRISE LICEO EUROPA",50006724,cen
CPRI-INPRISE,Zaragoza,"41.350551, -1.639177","CPRI-INPRISE SANTA ANA",50001121,cen
CPRI-INPRISE,Zaragoza,"41.901509, -1.723487","CPRI-INPRISE NTRA. SRA. DEL PILAR",50004594,cen
CPRI-INPRISE,Zaragoza,"41.657869, -0.867757","CPRI-INPRISE LA PURÍSIMA Y SAN ANTONIO",50007388,cen
CPRI-INPRISE,Zaragoza,"41.651055, -0.919927","CPRI-INPRISE MARÍA INMACULADA",50006803,cen
CPRI-INPRISE,Teruel,"41.049989, -0.132154","CPRI-INPRISE SAN VALERO",44000261,cen
CPRI-INPRISE,Zaragoza,"41.905878, -1.728544","CPRI-INPRISE SAGRADA FAMILIA",50004570,cen
CPRI-INPRISE,Zaragoza,"41.651483, -0.883786","CPRI-INPRISE SANTA ROSA",50007807,cen
CPRI-INPRISE,Zaragoza,"41.671563, -0.882797","CPRI-INPRISE SAGRADO CORAZÓN DE JESÚS",50007431,cen
CPRI-INPRISE,Zaragoza,"41.668708, -0.882163","CPRI-INPRISE EL PILAR-MARISTAS",50007327,cen
CPRI-INPRISE,Zaragoza,"41.652952, -0.883361","CPRI-INPRISE CALASANZ",50006554,cen
CPRI-INPRISE,Zaragoza,"41.632909, -0.886549","CPRI-INPRISE VILLA CRUZ",50007996,cen
CPRI-INPRISE,Teruel,"40.351995, -1.119398","CPRI-INPRISE LAS VIÑAS",44003077,cen
CPRI-INPRISE,Zaragoza,"41.633515, -0.871056","CPRI-INPRISE ESCUELAS PÍAS DE SANTA ENGRACIA",50006761,cen
CPRI-INPRISE,Zaragoza,,"CPRI-INPRISE INTERNACIONAL ÁNFORA",50019378,cen
CPRI-INPRISE,Zaragoza,"41.833309, -1.534824","CPRI-INPRISE SANTA ANA",50000862,cen
CPRI-INPRISE,Zaragoza,"41.872479, -0.755411","CPRI-INPRISE SAN GABRIEL",50008617,cen
CPRI-INPRISE,Teruel,"40.333383, -1.108403","CPRI-INPRISE VICTORIA DÍEZ",44003156,cen
CPRI-INPRISE,Zaragoza,"41.490718, -0.527099","CPRI-INPRISE SANTA MARÍA DE LA ESPERANZA",50003838,cen
CPRI-INPRISE,Zaragoza,"41.644198, -0.905012","CPRI-INPRISE SANTA MARÍA REINA",50007790,cen
CPRI-INPRISE,Zaragoza,"41.646592, -0.874974","CPRI-INPRISE INMACULADA CONCEPCIÓN",50006888,cen
CPRI-INPRISE,Zaragoza,"41.656756, -0.891298","CPRI-INPRISE LA ANUNCIATA",50006463,cen
CPRI-INPRISE,Zaragoza,"41.636004, -0.890966","CPRI-INPRISE POMPILIANO",50007352,cen
CPRI-INPRISE,Zaragoza,"41.645649, -0.881106","CPRI-INPRISE NTRA. SRA. DEL CARMEN",50007133,cen
CPRI-INPRISE,Zaragoza,"41.77228, -1.124615","CPRI-INPRISE NTRA. SRA DEL CASTILLO",50000151,cen
CPRI-INPRISE,Zaragoza,"41.629999, -0.881727","CPRI-INPRISE EL BUEN PASTOR",50006529,cen
CPRI-INPRISE,Huesca,"42.565103, -0.552342","CPRI-INPRISE ESCUELAS PÍAS",22002703,cen
CPRI-INPRISE,Zaragoza,"41.644635, -0.903298","CPRI-INPRISE SALESIANO NTRA. SRA.DEL PILAR",50007236,cen
CPRI-INPRISE,Zaragoza,"41.637115, -0.870835","CPRI-INPRISE LA SALLE MONTEMOLÍN",50007479,cen
CPRI-INPRISE,Zaragoza,"41.668991, -0.829976","CPRI-INPRISE LA CONCEPCIÓN",50005781,cen
CPRI-INPRISE,Zaragoza,"41.641267, -0.881761","CPRI-INPRISE SAN AGUSTÍN",50007509,cen
CPRI-INPRISE,Zaragoza,"41.657441, -0.855479","CPRI-INPRISE DON BOSCO",50006700,cen
CPRI-INPRISE,Zaragoza,"41.634271, -0.886748","CPRI-INPRISE SAN ANTONIO DE PADUA",50007534,cen
CPRI-INPRISE,Zaragoza,"41.238088, -0.042015","CPRI-INPRISE SANTA ANA",50001362,cen
CPRI-INPRISE,Zaragoza,"41.643578, -0.81751","CPRI-INPRISE LA ALFRANCA",50011057,cen
CPRI-INPRISE,Zaragoza,"41.674403, -0.960046","CPRI-INPRISE TERESIANO DEL PILAR",50007248,cen
CPRI-INPRISE,Zaragoza,"41.635058, -0.88616","CPRI-INPRISE LA MILAGROSA",50007042,cen
CPRI-INPRISE,Huesca,"41.526943, 0.33591","CPRI-INPRISE SANTA ANA",22001899,cen
CPRI-INPRISE,Huesca,"41.850232, 0.296405","CPRI-INPRISE VIRGEN DEL ROMERAL",22001085,cen
CPRI-INPRISE,Zaragoza,"41.628708, -0.871074","CPRI-INPRISE SANTA ANA",50007731,cen
CPRI-INTFP,Zaragoza,"41.632376, -0.927796","CPRI-INTFP LA SALLE-SANTO ANGEL",50007492,cen
CPRI-PRI,Zaragoza,"41.631383, -0.886841","CPRI-PRI ADVENTISTA RIGEL",50006426,cen
CPRI-PRI,Zaragoza,"41.65703, -0.879593","CPRI-PRI ESCOLANÍA INFANTES DEL PILAR",50008344,cen
CPRI-PRI,Zaragoza,"41.717663, -1.026907","CPRI-PRI SAN MIGUEL",50005562,cen
CPRI-PRISEC,Zaragoza,"41.626898, -0.904922","CPRI-PRISEC MONTEARAGÓN",50007066,cen
CRA,Huesca,"41.977455, -0.53716","CRA VIOLADA MONEGROS",22005844,cen
CRA,Teruel,"40.358129, -1.176726","CRA TURIA",44004628,cen
CRA,Teruel,"40.409546, -1.431951","CRA DE ALBARRACÍN",44004793,cen
CRA,Zaragoza,"41.415818, -1.492948","CRA VICORT-ISUELA",50011367,cen
CRA,Zaragoza,"41.948743, -1.6973","CRA BÉCQUER",50011227,cen
CRA,Zaragoza,"41.497516, -0.147113","CRA L' ALBADA",50011321,cen
CRA,Teruel,"40.673668, -0.702996","CRA PABLO ANTONIO CRESPO",44004677,cen
CRA,Huesca,"42.605626, 0.524567","CRA ALTA RIBAGORZA",22005881,cen
CRA,Huesca,"42.108909, 0.480399","CRA RIBAGORZA ORIENTAL",22005790,cen
CRA,Teruel,"40.845527, -0.892438","CRA DE MARTÍN DEL RÍO",44004768,cen
CRA,Teruel,"40.634514, -1.003321","CRA TERUEL UNO",44002541,cen
CRA,Huesca,"42.010622, 0.261332","CRA ESTADILLA-FONZ",22005716,cen
CRA,Zaragoza,"42.28086, -1.271326","CRA LOS BAÑALES",50011410,cen
CRA,Zaragoza,"41.44423, -1.707099","CRA RÍO RIBOTA",50011161,cen
CRA,Teruel,"40.430351, -1.57267","CRA SIERRA DE ALBARRACÍN",44004495,cen
CRA,Teruel,"40.838342, -1.325451","CRA GOYA",44004689,cen
CRA,Teruel,"40.190207, -0.652173","CRA PÓRTICO DE ARAGÓN",44004781,cen
CRA,Zaragoza,"41.466656, -1.085827","CRA ORBA",50011380,cen
CRA,Zaragoza,"41.258917, -0.873176","CRA L' ALBARDÍN",50011203,cen
CRA,Zaragoza,"41.31013, -2.060151","CRA PUERTA DE ARAGÓN",50011318,cen
CRA,Huesca,"41.800286, 0.412068","CRA DE ALTORRICÓN",22005819,cen
CRA,Teruel,"41.219061, -0.442915","CRA BAJO MARTÍN",44004801,cen
CRA,Huesca,"42.628162, -0.321667","CRA ALTO GÁLLEGO",22005731,cen
CRA,Teruel,"40.981417, -0.147925","CRA DEL MEZQUÍN",44004811,cen
CRA,Teruel,"41.030251, -0.808659","CRA DE MUNIESA",44004771,cen
CRA,Teruel,"40.755383, 0.03932","CRA TASTAVÍNS",44004756,cen
CRA,Zaragoza,"41.286759, -1.617363","CRA TRES RIBERAS",50011151,cen
CRA,Huesca,"42.603453, -0.121629","CRA ALTO ARA",22001243,cen
CRA,Teruel,"41.107434, -0.251552","CRA REGALLO",44004471,cen
CRA,Teruel,"40.799219, -0.316822","CRA OLEA",44004732,cen
